,text,location
99,"cbs' moderators are being mauled over the ""trainwreck"" of the #demdebate in charleston, south carolina. https://www.huffpost.com/entry/democratic-debate-south-carolina-biggest-loser_n_5e5630fec5b6fc7a9e37b5b6?ncid=engmodushpmg00000004 via @huffpostpol",New York
100,strong indeed .. especially the line about 150 million people killed by guns after 2007. or screaming when ther is a mic right ther ! very strong indeed ! lol. #demdebate #trump2020landslide,New York
101,.@petebuttigieg is the first person to seek the presidency who was born after the world learned of hiv/aids. can he end it? #demdebate ,New York
102,so falling asleep before the #demdebate was the right move?,New York
103,#demdebate #morningjoe #maddow #maga #wednesdaywisdom #trump2020 ,New York
104,“there was not 1 question on [insert topic] in the #demdebate!” maybe if there wasn’t 7 candidates to cover in 2 hours (w/ commercial breaks) &amp; 1/2 the time wasted on old personal attacks we’d get to it. did you really expect a debate instead of soundbite filled media spectacle?,New York
105," bloomberg  bloomberg has always had a super tuesday strategy. his name isn’t even on the ballot in iowa, new hampshire, nevada, or south carolina. #never    bernie ie ie ie ie #demdebate #msnbc",New York
106,this picture is all you should need to decide who to vote for. #demdebate #southcarolinaprimary #joebiden #donaldtrump,New York
107,"after reading your tweet, it’s clear you didn’t watch the debate. #demdebate #    bernie ie ie ie ie    bernie ie ie ie  #ninaturner",New York
108,"commies don’t court the young & naive for nothing. they’re the easiest to dupe and manipulate, particularly after 12 years of public school indoctrination. and we wonder why dems want to lower the voting age to 16? #demdebate #    bernie ie ie ie iebros # economy suckers",New York
109,"the fox affair (1978): not as good as its poster, vastly better than #demdebate thanks @codereddvd for keeping the grindhouse dream alive. sort of.",New York
110,@mapleleafs vs @flapanthers who you got ? follow the top sports bettors https://www.kingpin.pro/ios #sportsbetting #nhlpicks #nhl #mapleleafs #panthers #gamblingtwitter #demdebate #coronavirusoutbreak #covidー19 #delhiriots #delhiviolence,New York
111,"in the disastrous #demdebate, biden said that 150 million have been killed by guns since 2007. and pundits are saying he won the debate? how??? is that how low the bar has fallen???",New York
112,what do you think is the best way to describe last night's #demdebate?,New York
113,"what you disdainfully call “revolutionary politics” was the fight for the rights and dignity of your fellow citizens. here is a mlk quote for you, mayor #buttigieg #demdebate #blackhistorymonth #southcarolinaprimary",New York
114,"still thinking back at the debates last night and wondering what policies the candidates all agree on, besides agreeing to beat trump. all the back and forth was a turn off for me. #demdebate",New York
115,"these two moderated the democratic debate last night at @cbcinstitute in charleston, s.c., @cbseveningnews anchor @norahodonnell &amp; @cbsthismorning co-host @gayleking. watch the full debate anytime anywhere online &amp; the @cbsnews app. #cbsnews2020 #demdebate https://www.cbsnews.com/video/cbs-news-democratic-debate-in-charleston-south-carolina-watch-in-full/",New York
116,it happened to us too! @wlos_13's @justinwlos broadcast was interrupted by rogue facebook filters and so was our #demdebate recap. follow us on tiktok: http://tiktok.com/@nypost,New York
117,"perhaps .@    bernie ie ie ie ie    bernie ie ie ie  was booed because he lives in fantasy-land. btw, he’s not a real #democrat. he only pretends to be one every four years. #demdebate",New York
118,remember when lefties used to regard themselves as the great stalwart protectorates of free speech? britain's free speech suffers three new blows in seven days https://washex.am/2uviowb #demdebate #morningjoe #maddow #maga #wednesdaywisdom #trump2020 ,New York
119,"of all the candidates, only buttigieg seemed to be able to remember that     bernie ie ie ie  was the front-runner for the full two hours of the debate. #demdebate https://www.huffpost.com/entry/5-takeaways-south-carolina-democratic-debate_n_5e55ed27c5b649ec432f7710?ncid=engmodushpmg00000004 via @huffpostpol",New York
120,"opinion: bloomberg supports charter schools, deeply vexes     bernie ie ie ie  and warren by @billybinion #demdebate #charterschools #schoolchoice",New York
121,"not an endorsement of @joebiden but thinking of changing my twitter bio to: ""so here’s the deal"" #demdebate",New York
122,the moderating in the last night’s debate was dreadful lol. #demdebate #democraticdebate,New York
123,"i like     bernie ie ie ie ie, but it's this kinda nonsense that makes me worried about his supporters.... also i love joe, but he was certainly in home territory... #demdebate #breakwithbiden #winwithwarren",New York
124,he wasn't in the #usa. why would he have to adhere to #usa laws? that's like saying american journalists have to adhere to china or #saudiarabia laws. #freeassange #coronavirusoutbreak #demdebate ,New York
125,"during tuesday's #demdebate in south carolina, some members of the audience repeatedly booed and heckled some of the candidates on stage ",New York
126,    bernie ie ie ie ie     bernie ie ie ie  once compared education system and savings and loan crisis with rape https://washex.am/39wivzs #demdebate,New York
127,@petebuttigieg i just watched the #demdebate again. you are a rude little bastard talking over everyone especially     bernie ie ie ie ie. you need to sit down and shut up and maybe you'll learn something. #dropoutbuttigieg,New York
128,if i had to vote for the devil over bloomberg i'd vote the devil. the devil is more fun. #demdebate,New York
129,"no, democratic debate tickets were not $1,750 to $3,200 each https://washex.am/2vqfuiy #demdebate",New York
130,"i am willing to admit that warren did pretty well last night during the debate, however, the level of pettiness that she exhibits by continually refusing to shake     bernie ie ie ie ie’s hand is just really gross and bad sportsmanship. #demdebate",New York
131,#msnbc is talking about elizabeth warren a lot. mostly trying to figure out what the hell she’s doing. #never    bernie ie ie ie ie #demdebate,New York
132,"warren a “chocker”? — ha! ok. “overconfidence is a man’s greatest enemy.” keep it up, @realdonaldtrump. #demdebate #warrenforthewin #wednesdaywisdom #elizabethwarren #warrenforpresident #democraticdebate #warren2020 #votebluenomatterwho",New York
133,"the #demdebate should just be cancelled and replaced with 90 minutes of ad time. 6 topics, 15 minutes each. each participant gets 2-3 minutes to make their point. no more talking over each other",New York
134,"what in the world has biden ever done to “earn the vote” of blacks? pandered, like a bs artist, only to leave blacks in the dust for illegals? how much longer are blacks gonna buy the dems’ demeaning bs? #walkway #blexit #dexit #demdebate",New York
135,the #demdebate should have discussed this ,New York
136,hope he gets enough votes after “150 million killed by gun violence.” @joebiden #demdebate,New York
137,"hey     bernie ie ie ie ie, please do a version of this time next you’re boo’d by a debate crowd stacked with special interest donors @    bernie ie ie ie ie    bernie ie ie ie  . time to pull the curtain back. #demdebate ",New York
138,"it seems as if fire was set to #    bernie ie ie ie ie's ears from his opposite sides, the moderator finally snuffing it out after a few seconds of torching mr.     bernie ie ie ie  head quarters, fortunately the old building is made up of mostly stone and will remain fully operational. #demdebate",New York
139,well this was embarrassing let the arguing begin #democrats2020 #demdebate #democrats #democraticdebate2020 #democraticdebate,New York
140,i don’t know how but i somehow ended up on ⁦@ bloomberg ⁩’s email list. i have zero interest in him and have never visited his website. very odd #    bernie ie ie ie ie2020 # bloomberg  #demdebate #democraticdebates #democraticdebate,New York
141,"is #elizabethwarren going to pay back the government for her college tuition, when she claimed that she was #pocahontas ? #southcarolinaprimary #southcarolina #demdebate",New York
142,"i guess bloomberg bought the entire debate, not just the ad. @cbsnews @norahodonnell @gayleking #demdebate #    bernie ie ie ie ie    bernie ie ie ie  #petebuttigieg #bullypete",New York
143,the     bernie ie ie ie  campaign claimed victory after last night's often messy and chaotic #demdebate. ,New York
144,#bloomberg was accused of telling a women to get an #abortion. so now #warren is looking out for unborn children??? #demdebate #killit #democrats2020 #elizabethwarren #southcarolinaprimary #southcarolina #never    bernie ie ie ie ie,New York
145,don’t blame .@cbsnews for the rude behavior of debate participants. effective with next debate set ground rules:anyone who goes beyond their allotted time or interrupts another #candidate while they’re speaking gets a three minute timeout. 3 strikes you’re out! #demdebate,New York
146,bloomberg’s attempt at humor during #demdebate: “i’m surprised you all showed up after i beat you so badly last week”. he is honestly the michael scott of the presidential candidates. ,New York
147,"last night the crowd was booing the working class and cheering the  economy s. bloomberg would say an incredibly lame thing and then the audience would go crazy. like what the heck?! then we learned that the debate tickets were selling for up to $3,200. no surpise #demdebate",New York
148,"so it looks like our choice will be communism, or a capitalist dystopia, where the hunger games will look like a walk in the park. #2020election #demdebate",New York
149,    bernie ie ie ie ie needed to do this! #demdebate ,New York
150,i feel pretty sure most democrats would love to see warren debate one on one with buttigieg. it would be great if a network were to air real oxford style debates between candidates. #demdebate,New York
151,his blah style of gobbledygook is the 'moderate' option to the screaming of the elders at the #demdebate. don't think his lifestyle will play well outside liberal enclaves for general election however.,New York
152,"""    bernie ie ie ie ie and i both want to see universal  climate  care,"" said elizabeth warren. ""but     bernie ie ie ie ie’s plan doesn’t explain how we’re going to get there."" #demdebate ",New York
153,#demdebate ,New York
154,i'm so glad i watched this instead of the #demdebate last night ,New York
155,ha. that was not only in my head....actually it happened #demdebate #elections2020,New York
156,last night i watched a bunch of gibbering animals wave their arms about and throw feces. then i turned off the debate and took a bath. #demdebate,New York
157,check #    bernie ie ie ie ie    bernie ie ie ie ' record to understand why he likes #castro and #xijinping: supported sandinistas ('85) soviet honeymoon ('88) venezuela = american dream ('11) considered primarying obama ('11) #demdebate https://www.theatlantic.com/politics/archive/2020/02/    bernie ie ie ie -obama-primary-challenge/606709/ https://www.politico.com/story/2019/05/17/    bernie ie ie ie ie-    bernie ie ie ie -mystery-soviet-video-revealed-1330347,New York
158,"first: there's 0 contradiction in saying you're proudly jewish and calling out the israeli government's racism. second: we should be furious that moderators fail to even acknowledge palestinian americans, let alone ask how the us relationship with israel impacts them #demdebate ",New York
159,"again, elizabeth warren. the best-prepared adult in the #demdebate. the plans &amp; the track record &amp; the vision to lead us out of this mess. two full terms younger than     bernie ie ie ie ie, the most appeal to the most people http://elizabethwarren.com/plans #teamwarren #warren2020 #winwithwarren ",New York
160,"wondering why elizabeth warren mentioned that ""i eat all the time"" at last night's #demdebate? she may have been trying to make a joke, but her statement left us with a powerful message. @herereedthis explains:",New York
161,"10 things we learned in the #demdebate 1. ""her words!"" 2. ""her words!"" 3. ""her words!"" 4. ""her words!"" 5. ""her words!"" 6. ""her words!"" 7. ""her words!"" 8. ""her words!"" 9. ""her words!"" 10. ""her words!"" 10a. moderators need to be able to mute candidates mics #believewomen",New York
162,i will be voting for @senwarren in ny but seeing     bernie ie ie ie ie at #demdebate reminded me of my teenage  economy  self and made me so proud. i love all the issues he stands for and respect him for speaking up! i just think warren will be the one to act on these issues. #presidentwarren,New York
163,"""the second obama election i wrote a very backhanded endorsement of obama."" - @ bloomberg  ""rather than uniting the country around a message of shared sacrifice, [obama] engaged in partisan attacks"" https://www.bloomberg.com/opinion/articles/2012-11-01/a-vote-for-a-president-to-lead-on-climate-change we get it,  bloomberg . you hated obama!! #demdebate ",New York
164,"i think most of the problems of the world could be solved if we could all just dance to the long version of ""funk you up"" by the sequence. #demdebate #demdebates2020 #    bernie ie ie ie ie    bernie ie ie ie  #elizabethwarren2020",New York
165,.@seanhannity will ask @nycmayor about bail reform and last night's #demdebate in live interview tonight. it's the second time de blasio's been on his show.,New York
166,this exchange is when @ewarren lost the #demdebate yesterday if anyone was wondering ,New York
167, bloomberg  bloomberg found out ln that his staff are faking it when they laugh at his jokes #demdebate,New York
168,"realizing that if i have to fast forward over warren’s post-debate interviews, odds are she is not going to be any more palatable as president. #voteamyklobuchar #demdebate",New York
169,bloomberg charter schools were literally comparable to apartheid. stop and frisk led to an increase in african american drop outs. his over testing of 3rd graders hurt them in the long run. merit pay experiment yielded no benefits to students. #demdebate # bloomberg  https://twitter.com/ bloomberg /status/1232485326834237440,New York
170,icymi: @jess_mc &amp; @zerlinamaxwell listed their two takeaways from last night's #demdebate hint: men can be super emotional! full episode: http://siriusxm.us/sigboost,New York
171,#demdebate #demdebate2020 #mayorpete #fraud,New York
172,this post #demdebate tweet wins #deerstand,New York
173,as they should #yanggang #couldahadyang #couplegoals #bromance #scprimary #cnn #demdebate #demdebates #democrat #yang2024,New York
174,say whaaa extremely accurate assessment of     bernie ie ie ie ie's and elizabeth's performance at the debate from chris christie #notmeus #demdebate #demdebate2020,New York
175,"yes, he did say bought. he said bought, caught himself and said got. # bloomberg  #demdebate",New York
